ID,name,diffsee/pop,diffhear/pop,diffwalk/pop,diffmemo/pop,diffhyg/pop,diffunder/pop,par/pop,dip/pop,men/pop,hiv/pop,hv/pop,tum/pop,tummal/pop,tumlab/pop,tumeso/pop,tumest/pop,tumcol/pop,tumrec/pop,tumfig/pop,tumpan/pop,tumlar/pop,melpel/pop,tummam/pop,tumcolut/pop,tumute/pop,tumova/pop,tumpro/pop,tumrim/pop,tumbex/pop,tumtec/pop,sang/pop,endo/pop,dia/pop,ment/pop,mental/pop,drog/pop,nerv/pop,mengi/pop,circ/pop,cora/pop,card/pop,cere/pop,resp/pop,grip/pop,pneu/pop,cron/pop,asma/pop,dige/pop,ilc/pop,figa/pop,pele/pop,oste/pop,art/pop,geni/pop,rimur/pop,grav/pop,peri/pop,mfcrom/pop,mfnerv/pop,mfcirc/pop,sint/pop,mlact/pop,mdes/pop,lesen/pop,acid/pop,acidtr/pop,queda/pop,enven/pop,suic/pop,hom/pop,leso/pop
16G1802,Carregal do Sal,2.212878956,2.655454747,17.14981191,11.72825846,24.12038062,9.072803718,0.110643948,0,0,0,0,0,0.885151582,0.110643948,0.110643948,0,0.331931843,0.331931843,0.221287896,0.331931843,0.553219739,0,0.331931843,0,0,0,0.442575791,0,,0.442575791,0,0.331931843,0.663863687,,0,0,0.331931843,0,0.663863687,0.442575791,1.438371321,0.885151582,0.553219739,0,0.331931843,0.221287896,0,0.442575791,0.110643948,0.221287896,0,0,0,0.221287896,0.221287896,0,0,0,0,0,0.110643948,0,0.774507634,0.442575791,0.331931843,0,0.110643948,0,0,0,0.110643948
16G1803,Castro Daire,2.62085032,2.912055911,17.03552708,10.48340128,26.71811299,8.080955154,0.364006989,0,0,0,0,0.072801398,0.65521258,0.072801398,0.145602796,0.072801398,0.145602796,0.218404193,0.218404193,0.145602796,0.65521258,0.072801398,0.145602796,0,0,0,0.364006989,0.145602796,0,0.145602796,0.072801398,0.072801398,0.364006989,0.65521258,0,0,0.218404193,0,1.019219569,0.436808387,1.96563774,1.747233547,0.509609785,0,0.436808387,0.436808387,0.145602796,0.291205591,0,0.218404193,0.145602796,0,0.072801398,0.291205591,0.072801398,0,0,0,0,0,0.145602796,0,0.218404193,0.728013978,0.65521258,0.145602796,0.072801398,0,0.072801398,0,0
16G1806,Mangualde,2.622520898,1.748347265,14.6970442,9.506638256,20.59771622,6.119215429,0.382450964,0,0,0,0,0.218543408,0.710266077,0.054635852,0,0.218543408,0.327815112,0.054635852,0.27317926,0.163907556,0.27317926,0.109271704,0.382450964,0,0.109271704,0,0.437086816,0,0.054635852,0.109271704,0,0.27317926,0.437086816,0.655630225,0.054635852,0,0.655630225,0,1.038081189,0.327815112,1.693711413,0.928809485,0.491722668,0,0.437086816,0.218543408,0,0.491722668,0,0.27317926,0.109271704,0.054635852,0,0.27317926,0.218543408,0,0,0,0,0,0.054635852,0,0.710266077,0.710266077,0.437086816,0.054635852,0.163907556,0,0.109271704,0,0
16G1809,Nelas,2.744111594,2.362984984,16.31221892,10.90022105,25.15435628,8.079884138,0.076225322,0,0,0,0,0.076225322,0.533577254,0.076225322,0,0,0.304901288,0.076225322,0.152450644,0.076225322,0.304901288,0.076225322,0.076225322,0,0.152450644,0,0.076225322,0.076225322,0.076225322,0.533577254,0.076225322,0.152450644,0.533577254,0.990929187,0,0,0.38112661,0,0.686027898,0.457351932,1.676957085,0.838478543,0.38112661,0,0.152450644,0.304901288,0,0.838478543,0,0.076225322,0.076225322,0.152450644,0,0.304901288,0.152450644,0,,0,0,0,0.457351932,0,0.914703865,0.457351932,0.228675966,0,0.076225322,0,0,0,0
16G1810,Oliveira de Frades,2.524721229,1.788344204,12.09762255,7.994950558,17.98863875,5.680622765,0.210393436,0,0,0,0,0,0.315590154,0,0,0.420786871,,0.210393436,0.210393436,0.105196718,0.315590154,0,0.105196718,0,0.210393436,0.105196718,0.420786871,0,0,0.105196718,0.210393436,0.105196718,0.420786871,0.420786871,0,0,0.210393436,0,1.47275405,0.315590154,0.631180307,0.631180307,0.631180307,0,0.631180307,0,0,0.525983589,0,0.105196718,0.210393436,0,0,0.631180307,0.210393436,0,0,0,0,0,0.105196718,0,0.420786871,0.525983589,0.420786871,0,0.105196718,0,0,0,0
16G1811,Penalva do Castelo,2.045547525,3.27287604,21.68280376,11.86417564,27.95581617,10.09136779,0.27273967,0,0,0,0,0,1.09095868,0.136369835,0,0.27273967,0.954588845,0.136369835,,0.27273967,0.409109505,0,0.136369835,0,0,0,0.136369835,0,0,0.136369835,0.136369835,0.409109505,0.54547934,1.09095868,0,0,0.54547934,0,1.63643802,0.409109505,1.227328515,1.36369835,0.27273967,0,0.681849175,0.54547934,0,0.54547934,0,0,0.136369835,0,0,0,0.409109505,0,0,0,0,0,0.27273967,0,1.500068185,1.09095868,0.681849175,0,0.27273967,0,0.136369835,0,0.136369835
16G1814,Santa Comba Dão,2.631331642,1.785546471,15.3181092,7.893994925,21.80246217,6.672305234,0.28192839,0,0,0,0,0,0.56385678,0.18795226,0,0.18795226,0.46988065,0.09397613,0,0.09397613,0.751809041,0,0.37590452,0,0,0,0.46988065,0,0.09397613,0.18795226,0,0.37590452,0.37590452,0.939761301,0,0,0.37590452,0,1.785546471,0.37590452,1.785546471,1.033737431,0.37590452,0,0.65783291,0.46988065,0,0.37590452,0.09397613,0.18795226,0.18795226,0.09397613,0.09397613,0.37590452,0.37590452,0,0,0.09397613,0,0.09397613,0.46988065,0,0.28192839,0.37590452,0.28192839,0,0.09397613,0,0,0,0.09397613
16G1816,São Pedro do Sul,2.840721411,2.312215102,17.30858162,9.711303429,22.0651384,6.73845544,0.198189866,0,0,0,0,0,0.528506309,0,0,0.264253155,0.594569598,0.132126577,0,0.066063289,0.330316443,0.066063289,0.264253155,0,0,0,0.396379732,0.066063289,0.066063289,0.132126577,0.132126577,0.46244302,0.396379732,0.858822752,0,0,0.396379732,0,1.123075907,1.057012618,1.519455639,0.990949329,0.46244302,0,0.858822752,0.198189866,0.066063289,0.792759464,0,0.330316443,0,0,0,0.264253155,0.330316443,0,0,0.066063289,0,0,0.066063289,0,0.264253155,0.660632886,0.528506309,0,0.264253155,0,0.132126577,0,0
16G1817,Sátão,3.535811423,3.082502267,15.3218495,10.33544878,20.12692656,6.708975521,0.090661831,0,0,0,0,0,0.453309157,0.090661831,0.090661831,0.271985494,0.271985494,0,0.271985494,0.271985494,0,0,0,0,0.090661831,0,0.090661831,0,0.271985494,0.181323663,0.090661831,0,0.543970988,0.815956482,0,0,0.362647325,0,0.63463282,0.362647325,1.903898459,1.541251133,0.815956482,0,0.362647325,0.271985494,0,0.906618314,0,0,0.090661831,0,0,0.090661831,0.181323663,0,0,0,0,0,0.453309157,0,0.906618314,0.543970988,0.543970988,0.090661831,0.090661831,0,0,0,0
16G1821,Tondela,2.97182555,1.929756851,13.08375145,8.52952528,18.25549981,5.364724045,0.154380548,0,0,0,0,0.077190274,0.463141644,0.077190274,0.115785411,0.231570822,0.308761096,0.038595137,0.077190274,0.038595137,0.424546507,0.038595137,0.115785411,0.038595137,0.038595137,0.115785411,0.231570822,0.077190274,0.038595137,0.501736781,0.115785411,0.308761096,0.424546507,0.578927055,0,0,0.617522192,0,0.887688151,0.540331918,2.508683906,1.119258973,0.694712466,0,0.424546507,0.424546507,0.077190274,0.694712466,0,0.154380548,0.192975685,0.115785411,0,0.270165959,0.154380548,0,,0.038595137,0,0,0.270165959,0,0.308761096,0.424546507,0.347356233,0.038595137,0.077190274,0,0.077190274,0,0
16G1822,Vila Nova de Paiva,2.574002574,3.432003432,22.95152295,16.51651652,38.18103818,5.577005577,0.429000429,0,0,0,0.214500215,0.214500215,1.501501502,0,0,0.214500215,,0.214500215,,0,0.214500215,0,0.214500215,0,0,0,0,0,,0.214500215,0.214500215,0.214500215,0.214500215,,0,0,0.858000858,0,1.716001716,0.643500644,2.145002145,1.072501073,0.214500215,0,0.858000858,0,0,0.858000858,0,0.643500644,0.214500215,0,0,0.214500215,0.214500215,0,0,0,0,0,0.214500215,0,0.858000858,1.072501073,0.858000858,,0.214500215,0,0.214500215,0,0
16G1823,Viseu,1.988930297,2.049200912,10.67794397,7.40324055,16.23288566,5.213408203,0.20090205,0.020090205,0,0,0.010045103,0.140631435,0.44198451,0.060270615,0.060270615,0.251127563,0.32144328,0.130586333,0.110496128,0.140631435,0.381713895,0.020090205,0.251127563,0.010045103,0.030135308,0.04018041,0.150676538,0.04018041,0.08036082,0.210947153,0.010045103,0.140631435,0.4018041,0.592661048,0.020090205,0,0.381713895,0,0.743337586,0.261172665,0.803608201,0.924149431,0.341533485,0,0.381713895,0.231037358,0.030135308,0.381713895,0.010045103,0.190856948,0.010045103,0.010045103,0.010045103,0.16072164,0.190856948,0,0.020090205,0.010045103,0.010045103,0.010045103,0.060270615,0,0.24108246,0.431939408,0.301353075,0.060270615,0.130586333,0.020090205,0.020090205,0.030135308,0.010045103
16G1824,Vouzela,2.818371608,2.818371608,13.56993737,11.06471816,22.02505219,6.784968685,0.104384134,0,0,0,0,0,0.939457203,0.104384134,0,0.417536534,0.417536534,0.104384134,0,0.313152401,0.313152401,0,0.104384134,0.104384134,0,0,0.208768267,0,0,0.208768267,0.104384134,0.417536534,0.104384134,0.939457203,0.104384134,0,0.521920668,0,0.626304802,0.730688935,1.670146138,0.521920668,0.939457203,0,0.626304802,0.313152401,0,0.313152401,0,0.417536534,0.104384134,0,0,0.313152401,0.104384134,0,0,0.104384134,0,0,0.104384134,0,0.626304802,0.208768267,0.208768267,,0,0,0,0,0
16H0502,Castelo Branco,2.41046832,2.697428834,11.76538108,8.321854913,18.02112029,5.949647995,0.248699112,0.038261402,0,0.019130701,0,0.095653505,0.688705234,0.057392103,0.038261402,0.191307009,0.267829813,0.114784206,0.153045608,0.153045608,0.516528926,0.057392103,0.306091215,0.019130701,0.019130701,0.038261402,0.325221916,0.076522804,0.076522804,0.21043771,0.057392103,0.133914907,0.535659627,0.688705234,0,0,0.516528926,0,0.650443832,0.746097337,1.396541169,1.071319253,0.573921028,0,0.516528926,0.21043771,0.057392103,0.344352617,0.038261402,0.095653505,0.019130701,0.019130701,0.019130701,0.229568411,0.344352617,0,0.038261402,0.019130701,0.019130701,0.038261402,0.956535047,0,0.440006122,0.61218243,0.440006122,0.057392103,0.21043771,0.038261402,0.114784206,0,0.038261402
16H0505,Idanha-a-Nova,3.830041891,5.026929982,21.0652304,14.00359066,26.45122681,9.096349491,0.478755236,0,0,0.119688809,0,0.119688809,0.478755236,0.239377618,0.119688809,0.239377618,0.119688809,0,0.359066427,0.359066427,0.119688809,0,0.359066427,0,0.119688809,0,0.359066427,0,0,0.478755236,0,0.359066427,0.957510473,1.795332136,0.119688809,0,0.478755236,0,2.752842609,1.795332136,2.154398564,1.675643327,0.359066427,0,1.196888091,0.359066427,0,0.598444045,0.119688809,0.119688809,0.359066427,0.239377618,0.119688809,0.239377618,0.598444045,0,0,0,0,0,2.513464991,0,0.598444045,0.957510473,0.837821664,0,0.119688809,0,0,0,0
16H0506,Oleiros,3.466557912,2.446982055,29.36378467,18.14845024,41.1908646,12.43882545,,0,0,0,0,4.282218597,,0,0,0.407830343,0.407830343,0,0,0.815660685,0.203915171,0,0.611745514,0,0,0,0.407830343,0.203915171,0,0.407830343,0.203915171,0.611745514,0.407830343,0.407830343,0,0,1.223491028,0,1.223491028,0.407830343,1.223491028,1.63132137,0.203915171,0,1.019575856,0.407830343,0,0.815660685,0,0.407830343,0.203915171,0,0,0,0.203915171,0,0,0,0,0,1.223491028,0,0.203915171,0.407830343,0.407830343,0.203915171,0,0,0,0,0
16H0507,Penamacor,3.565436242,4.61409396,14.8909396,9.85738255,22.44127517,7.55033557,,0,0,,0,0,0.629194631,0,0,0.209731544,0.629194631,0.209731544,0.419463087,0.209731544,0.419463087,0,0,0,0,0,0.838926174,0,0,0.838926174,0.419463087,0.629194631,0.629194631,0.629194631,0,0,0,0,2.30704698,2.30704698,3.145973154,1.887583893,0.419463087,0,0.419463087,0.419463087,0.209731544,0.629194631,0,0,0.209731544,0.209731544,0,0.209731544,0.629194631,0,0,0,0,0,0.419463087,0,0.209731544,2.30704698,1.887583893,0.209731544,0,0,0.419463087,0,0
16H0508,Proença-a-Nova,2.511511093,2.930096275,18.83633319,12.83661225,29.58001953,10.88321473,0.418585182,0,0,,0,0,0.69764197,0.279056788,0.139528394,0.139528394,0.69764197,0.418585182,0.69764197,0.418585182,0.139528394,0.139528394,0.558113576,0,0.139528394,,0.279056788,0,0,0.279056788,0.139528394,0.139528394,0.69764197,1.674340728,0,0,0.69764197,0,1.674340728,0.976698758,1.534812334,1.39528394,0.279056788,0,0.976698758,0.418585182,0,0.976698758,0.139528394,0,0.139528394,0.279056788,0,0.139528394,0.418585182,0,0,0,0,0,1.39528394,0,0.558113576,1.255755546,0.837170364,0,0,0,0.418585182,0,0
16H0511,Vila Velha de Ródão,4.566210046,6.697108067,28.91933029,17.35159817,52.96803653,14.61187215,0,0,0,0,0,0,0.304414003,0.304414003,0,0.304414003,0.304414003,0,0.913242009,0,0.304414003,0,0.304414003,0,0.304414003,0.608828006,0.608828006,0,0,0.304414003,0,0.304414003,0.608828006,1.522070015,0,0,0.913242009,0,2.739726027,0.913242009,1.522070015,1.522070015,0.608828006,0,0.913242009,0,0,0,0,0.608828006,0,0,0,0,0.608828006,0,0,0,0,0,0.913242009,0,0.913242009,0.608828006,0.608828006,0,0,0,0,0,0
16I1401,Abrantes,2.534300446,2.213871654,12.61324245,9.67112354,23.04174313,5.913367707,0.291298902,0,0,0.05825978,0,0.233039121,0.669987474,0.116519561,0.087389671,0.174779341,0.407818463,0.203909231,0.174779341,0.203909231,0.640857584,0.02912989,0.407818463,0,0.02912989,0.05825978,0.262169012,0,0.116519561,0.291298902,0.087389671,0.262169012,0.407818463,0.815636925,0.02912989,0.02912989,0.320428792,,0.990416266,1.194325497,1.514754289,1.514754289,0.524338023,0,0.757377145,0.407818463,0,0.553467913,0.02912989,0.116519561,0.02912989,0.02912989,0,0.407818463,0.524338023,0,,0,0,0.02912989,0.378688572,0,0.291298902,0.640857584,0.524338023,0.116519561,0.087389671,0,0.02912989,0,0.02912989
16I1402,Alcanena,3.447722899,2.806286081,14.0314304,10.66388711,23.49262348,6.975625401,0.320718409,0,0,0,0,0.240538807,1.04233483,0,0,0.160359205,0.160359205,0.400898012,0.320718409,0.160359205,0.561257216,0,0.320718409,0,0.080179602,0,0.160359205,0.080179602,0,,0,0.320718409,0.481077614,0.641436818,0,0,0.721616421,,1.282873637,0.881975625,0.881975625,1.603592046,0.481077614,0,0.881975625,0.320718409,0,0.320718409,0,0.080179602,0,0,0.080179602,0.641436818,0.481077614,0,0,0,0.080179602,0,0.240538807,0,0.240538807,0.801796023,0.721616421,0.320718409,0.080179602,0.080179602,0.080179602,0,0
16I1408,Constância,2.632964718,1.579778831,16.06108478,9.741969458,26.06635071,5.79252238,0,0,0,0,0,0,0.789889415,0,0,,0,0.526592944,0,0.263296472,0.263296472,0,0,0,0,0,0.789889415,0,0,0.526592944,0,0.789889415,,0.789889415,0,0,0.526592944,,0.263296472,0.526592944,1.316482359,1.053185887,,0,0.526592944,0,0,0.526592944,0,0.263296472,0,,,0.263296472,0.526592944,0,0,0,0,0,0,0,0,1.053185887,1.053185887,,0.526592944,0,0,0,0
16I1410,Entroncamento,2.134948612,1.837048806,11.22089271,7.993644804,15.5404399,5.759396256,0.248249839,0,0,0,0,0.099299935,0.546149645,0.198599871,0,0.148949903,0.148949903,0.049649968,0.248249839,0.347549774,0.44684971,0.049649968,0.099299935,0.099299935,0.099299935,0,0.148949903,0.049649968,0.049649968,0.148949903,0.049649968,0.148949903,0.397199742,0.595799613,0,0,0.248249839,,0.893699419,0.347549774,0.64544958,0.794399484,0.297899806,0,0.347549774,0.049649968,0.049649968,0.546149645,0,0.148949903,0.049649968,0.049649968,0,0.248249839,0.198599871,0,,0,0,0,0.148949903,0,0.148949903,0.198599871,0.099299935,0.049649968,0.049649968,0,0.099299935,0,0
16I1411,Ferreira do Zêzere,2.692307692,3.076923077,19.87179487,8.58974359,28.20512821,5.897435897,0.512820513,0,0,0.128205128,0,0,1.025641026,0,0.256410256,0,0.512820513,0.128205128,0.128205128,0.128205128,0.256410256,0,0.256410256,0.128205128,0,0,0.384615385,0,0.512820513,0.256410256,0.128205128,0.128205128,0.512820513,1.538461538,0.128205128,0,0.641025641,,1.41025641,1.282051282,1.153846154,1.282051282,0.769230769,0,0.769230769,0.769230769,0,0.769230769,0.128205128,0,0.128205128,0,0.128205128,0.128205128,0.512820513,0,0,0,0,0,0.384615385,0,,1.025641026,0.897435897,0.128205128,0.128205128,0.128205128,0.128205128,0,0
16I1413,Mação,3.124023743,4.061230865,26.86660419,16.08872227,42.95532646,8.122461731,0.468603561,0,0,0,0,0,0.468603561,0.156201187,0,0.156201187,0.624804749,0,0.156201187,0.624804749,0.624804749,0.156201187,0.468603561,0.156201187,0.156201187,0,0.624804749,0.156201187,0.156201187,0.468603561,0.156201187,0.468603561,0.312402374,0.937207123,0,0,1.249609497,,1.09340831,1.09340831,4.529834427,1.562011871,1.09340831,0,1.249609497,0.624804749,0.156201187,0.468603561,0,0.312402374,0,0,0,0.468603561,0.781005936,0,0,0,0,0,,0,0,0.468603561,0.312402374,0,,0,,0,0
16I1421,Ourém,2.626970228,2.469801069,20.47689613,13.92069693,30.19893125,10.35071175,0.291885581,0.022452737,0,0.022452737,0,0.134716422,0.381696529,0.112263685,0.044905474,0.359243792,0.291885581,0.157169159,0.246980107,0.202074633,0.336791055,0.022452737,0.134716422,0,0.067358211,0.044905474,0.202074633,0,0.044905474,0.134716422,0.044905474,0.291885581,0.381696529,0.538865688,0.022452737,0,0.67358211,,0.651129373,0.718487584,0.89810948,1.077731375,0.336791055,0,0.651129373,0.157169159,0.044905474,0.426602003,0.022452737,0,0.044905474,0,0.044905474,0.314338318,0.314338318,0,0.022452737,0.022452737,0,0.044905474,0.493960214,0,0.157169159,0.740940321,0.561318425,0.112263685,0.134716422,0.022452737,0.044905474,0,0.067358211
16I1417,Sardoal,2.561912895,3.131226872,19.64133219,7.970395673,28.46569883,7.970395673,0.284656988,0,0,0,0,0,1.70794193,0,0,,0.284656988,0,,,,0,0.569313977,0,0,0,,0.284656988,0.284656988,0,0,0.569313977,,0.569313977,0,0,0.569313977,,0.853970965,2.846569883,1.70794193,1.70794193,,0,0.569313977,0,0,0.284656988,0,0,0,0,0,1.138627953,,0,0,0,0,0,,0,,,0.569313977,,0,0,0,0,0
16I0509,Sertã,2.031281739,2.64066626,10.42724626,8.463673912,17.26589478,5.484460695,0.54167513,0,0,0,0,0.067709391,0.203128174,0.067709391,0.067709391,0.203128174,0.270837565,0.135418783,0.203128174,0.135418783,0.270837565,0.067709391,0.54167513,0,0,0.067709391,0.338546956,0.067709391,0.135418783,0.406256348,0.135418783,0.270837565,0.203128174,1.354187826,0,0,0.677093913,,0.609384522,0.947931478,1.354187826,1.151059652,0.203128174,0,0.203128174,0.270837565,0,0.406256348,0,0.338546956,0.067709391,0.067709391,0,0.135418783,0.338546956,0,0,0,0,0,0.203128174,0,0.406256348,0.812512696,0.473965739,0.067709391,0.067709391,0.067709391,0.338546956,0,0
16I1418,Tomar,2.883585533,2.526570181,15.76360091,11.80896932,25.32062725,6.810754401,0.219701755,0.027462719,0,0.027462719,0,0.082388158,0.494328948,0.164776316,0.027462719,0.219701755,0.219701755,0.192239036,0.164776316,0.192239036,0.659105265,0.027462719,0.164776316,0.082388158,0.027462719,0.164776316,0.302089913,0.054925439,0.027462719,0.219701755,0.054925439,0.247164474,0.631642545,1.016120616,0,0,0.549254387,,1.208359652,0.714030703,1.592837723,1.318210529,0.576717107,0,0.686567984,0.274627194,0,0.604179826,0.054925439,0.192239036,0.054925439,0.027462719,0,0.41194079,0.43940351,0,0,0.027462719,0,0,0.219701755,0,0.247164474,0.741493423,0.494328948,0,0.164776316,0.027462719,0.164776316,0,0.054925439
16I1419,Torres Novas,2.843657471,2.374600569,13.48538595,7.973967342,20.3746592,5.159625927,0.439740846,0,0,0.058632113,0,0.087948169,0.703585354,0.117264226,0.087948169,0.146580282,0.205212395,0.205212395,0.058632113,0.117264226,0.557005072,0,0.293160564,0,0,0.029316056,0.381108733,0.087948169,0.087948169,0.263844508,0.029316056,0.234528451,0.644953241,0.791533523,0,0,0.615637184,,1.231274369,0.908797749,0.996745918,1.114010143,0.469056902,0,0.586321128,0.175896338,0,0.527689015,0.029316056,0.029316056,0,0,0.058632113,0.439740846,0.351792677,0,0,0,0,0,0.058632113,0,0.175896338,0.557005072,0.381108733,0.029316056,0.058632113,0,0.117264226,0,0
16I0510,Vila de Rei,3.659652333,3.659652333,45.44068314,33.24184203,67.39859713,22.56785605,0,0,0,0,0,0,1.219884111,0,0,0.914913083,0.304971028,0,,,,0,0.304971028,0,0.304971028,0,0.609942056,0,0,0.304971028,0,,0,1.219884111,0,0,0.304971028,,0.914913083,3.049710278,3.354681305,1.524855139,1.219884111,0,1.829826167,0,0,0.304971028,0,0,0.304971028,,0,0.609942056,0.914913083,0,0,0,0,0,0.609942056,0,0.609942056,,,0,,0,,0,0
16I1420,Vila Nova da Barquinha,2.423033067,2.565564424,13.11288483,7.554161916,18.10148233,4.275940707,0.142531357,0,0,0,0,0.142531357,0.855188141,0,0,0.427594071,0,0,0.142531357,0,0.427594071,0,0.570125428,0.142531357,0.142531357,0,0.142531357,0,0,0.142531357,0.142531357,0.285062714,0.570125428,0.855188141,0,0,0.285062714,,0.570125428,0.712656784,1.140250855,1.567844926,0.427594071,0,0.712656784,0.285062714,0,0.142531357,0.142531357,0.142531357,0,0.142531357,,0.427594071,,0,0,0,0,0,0.285062714,0,0.570125428,0.285062714,,0,,0,0,0,0
16J0902,Almeida,2.54798709,3.39731612,19.19483608,12.06047223,33.46356378,7.983692883,0.339731612,0,0,0,0,0.169865806,0.679463224,0.169865806,0.169865806,0,0.679463224,0.339731612,0,0.339731612,0.339731612,0,0.339731612,0,0,0,0.339731612,0,0.339731612,0.509597418,0.679463224,0.84932903,0.679463224,2.717852896,0,0,0.339731612,0,1.019194836,0.84932903,1.528792254,1.69865806,1.019194836,0,1.69865806,0.169865806,0,0.84932903,0,0.169865806,0.169865806,0,0,0,0.84932903,0,0,0.169865806,0,0,0.509597418,0,1.69865806,1.019194836,1.019194836,0,0.169865806,0.169865806,0,0,0
16J0501,Belmonte,3.867848509,3.5455278,18.53344077,12.57050766,26.91377921,7.413376309,0.322320709,0,0,0,0,0.161160355,0.322320709,0,0,0,0.322320709,0.322320709,0.322320709,0.322320709,0.483481064,0,0,0,0,0,0.644641418,0,0,0.644641418,,0.161160355,0.483481064,0.483481064,0,0,0.483481064,0,0.966962127,0.483481064,,0.644641418,0.966962127,0,1.128122482,0,0,0.644641418,0,0,0,0.161160355,0,0,0.161160355,0,,0,0,0,0,0,0.644641418,0.805801773,0.644641418,0,0.322320709,0,0,0,0.161160355
16J0903,Celorico da Beira,2.886222087,3.797660641,15.34254899,10.17773052,21.87452529,8.658666262,0.455719277,0,0,0.151906426,0,0.151906426,0.607625703,0.151906426,0.151906426,0,0.607625703,0.455719277,0.151906426,0.759532128,0.151906426,0,0.303812851,0,0,0,0.455719277,0,0.151906426,,0.151906426,0.607625703,0.151906426,0.911438554,0,0,0.911438554,0,0.911438554,0.911438554,2.126689959,1.215251405,0.303812851,0,0.759532128,0.455719277,0,0.759532128,0,0.151906426,0,0,0,0,0.455719277,0,0,0.151906426,0,0,0.151906426,0,1.519064256,0.303812851,0.303812851,0,0.303812851,0,0,0,0
16J0503,Covilhã,2.303304273,2.841459477,11.81788828,9.299321924,18.94306318,5.682918954,0.387471747,0,0,0,0.021526208,0.021526208,0.58120762,0.193735873,0.064578624,0.279840706,0.430524163,0.150683457,0.150683457,0.129157249,0.473576579,0.086104833,0.258314498,0.021526208,0.043052416,0.021526208,0.172209665,0,0.086104833,0.279840706,0.064578624,0.215262082,0.387471747,0.408997955,0,0,0.387471747,0,0.796469702,0.624260037,1.226993865,0.925626951,0.452050371,0,0.473576579,0.258314498,0.043052416,0.559681412,0,0.258314498,0.086104833,0.043052416,0.021526208,0.150683457,0.279840706,0,0,0,0,0,0.58120762,0,0.753417286,0.495102788,0.387471747,0.043052416,0.193735873,0,0.064578624,0,0.021526208
16J0904,Figueira de Castelo Rodrigo,2.71950272,2.136752137,17.87101787,12.82051282,28.16627817,8.547008547,0.582750583,0,0,0,0,0,0.777000777,0.388500389,0.194250194,0.194250194,0.388500389,0.194250194,0.194250194,0.194250194,0,0,0.194250194,0,0,0.388500389,0.582750583,0.388500389,0.388500389,0.388500389,0,0.777000777,1.35975136,1.35975136,0,0,0.388500389,0,1.554001554,0.582750583,2.331002331,1.748251748,0.971250971,0,1.35975136,0.388500389,0,1.554001554,0,0.388500389,0,0,0,0.194250194,0.582750583,0,0,0,0,0,1.554001554,0,0.582750583,0.971250971,0.971250971,0.582750583,0,0,0,0,0
16J0905,Fornos de Algodres,3.179650238,3.179650238,21.1219623,11.58301158,35.43038837,9.993186464,0.227117874,0,0,0,0,0.227117874,0.908471497,0,0,0.454235748,0,0.227117874,0.227117874,0.454235748,0.227117874,0,0.454235748,0,0,0.227117874,0,0,,0,0.454235748,0,0.908471497,0.454235748,0,0,0.227117874,0,2.271178742,0.454235748,3.179650238,1.589825119,1.135589371,0,1.135589371,0.908471497,0.227117874,0.681353623,0,0.227117874,0.227117874,0.454235748,0,0.227117874,0,0,0,0.227117874,0,0.227117874,0.227117874,0,0.681353623,0.681353623,0.681353623,0,0.227117874,0,0,0,0
16J0504,Fundão,3.056257782,3.282647247,13.80975739,8.03682602,21.58246236,6.074783987,0.188657888,0,0,0,0,0.037731578,0.603705241,0.188657888,0,0.226389465,0.452778931,0.30185262,0.226389465,0.113194733,0.339584198,0.037731578,0.339584198,0,0,0.037731578,0.377315776,0.037731578,0.15092631,0.377315776,0.075463155,0.188657888,0.452778931,0.264121043,0.037731578,0,0.30185262,0.037731578,0.830094706,0.603705241,1.962042033,1.056484172,0.754631551,0,0.603705241,0.415047353,0,0.603705241,0.037731578,0.113194733,0.037731578,0,0,0.377315776,0.490510508,0,,0.037731578,0,0,0.339584198,0,0.905557861,0.565973663,0.490510508,0.037731578,0.15092631,0.037731578,0,0,0
16J0906,Gouveia,1.800032728,2.045491736,20.94583538,12.43658976,33.05514646,8.591065292,0.081819669,0,0,0,0,0,0.572737686,0,0,0.163639339,0.327278678,0.327278678,0.081819669,0.327278678,0.490918017,0,0.490918017,0,0,0.163639339,0.572737686,0,0,0.163639339,0.081819669,0.409098347,0.490918017,1.309114711,0,0,0.409098347,0,0.654557356,0.654557356,1.881852397,1.145475372,0.981836033,0,1.063655703,0.245459008,0,0.818196694,0,0.163639339,0.245459008,0,0,0.163639339,0.409098347,0,0,0,0,0,0.818196694,0,1.145475372,0.572737686,0.490918017,0.081819669,0.245459008,0,0.081819669,0,0
16J0907,Guarda,1.944312885,2.467781738,11.2670439,8.549991276,17.99735773,5.60859486,0.14956253,0,0,0,0,0.074781265,0.423760501,0.074781265,0.049854177,0.348979236,0.249270883,0.14956253,0.174489618,0.249270883,0.398833412,0.024927088,0.224343794,0,0.124635441,0.024927088,0.199416706,0.024927088,0.14956253,0.14956253,0.024927088,0.299125059,0.324052147,1.096791884,0.049854177,0,0.673031383,0.024927088,0.822593913,0.673031383,1.046937707,0.623177207,0.598250118,0,0.274197971,0.224343794,0.024927088,0.473614677,0,0.049854177,0.099708353,0.049854177,0.024927088,0.099708353,0.199416706,0,0,0.024927088,0,0,0.348979236,0,0.673031383,0.623177207,0.473614677,0.124635441,0.14956253,0,0.099708353,0,0.024927088
