ID,name,1_apa/bui,2_apa/bui,3_apa/bui,4_apa/bui,5-9_apa/bui,10-x_apa/bui,exres/bui,prres/bui,nores/bui,to1945/bui,1946-1980/bui,1981-2000/bui,2001-2010/bui,2011-2021/bui,a_floor/bui,p_bui_rep,ch/acc,fp/acc,hrs/acc,mh/acc,fh/acc,noh/acc,x-10mc/acc,10-15mc/acc,15-20mc/acc,20-30mc/acc,30-40mc/acc,40-60mc/acc,60-80mc/acc,80-xmc/acc,ac/acc,noac/acc,lo/acc,ho/acc,prop/acc,rent/acc,park/acc,nopark/acc,x-30m/acc,30-39m/acc,40-49m/acc,50-59m/acc,60-79m/acc,80-99m/acc,100-119m/acc,120-149m/acc,150-199m/acc,200-x/acc,res1/acc,res2/acc,p_acc_empty,a_acc/bui,n_acc/km2,a_rents,p_house_unem,p_house_empl,p_house_pens,ncr/house,0-14/pop,15-24/pop,25-64/pop,65-x/pop,a_age,p_pop_for,a_pop/km2,mar/fam,nomar/fam,dad/fam,mom/fam,p_fam_mono,r_young,r_old,i_age,i_lovi,p_pop_edu3,p_pop_edu2,p_pop_noedu,p_pop_active,p_pop_desem,p_pop_empl,A/empl,B/empl,C/empl,D/empl,E/empl,F/empl,G/empl,H/empl,I/empl,J/empl,K/empl,L/empl,M/empl,N/empl,O/empl,P/empl,Q/empl,R/empl,S/empl,T/empl,U/empl,a_com_tim,marf/pop,marm/pop,mardiv/pop,p_exp_cul,i_gini_inco,r_edu_bas,r_edu_sec,n_fire_rural,cri/pop,pers/cri,phys/cri,inju/cri,vio/cri,prop/cri,robb/cri,thef/cri,soci/cri,alco/cri,stat/cri,pets/cri,legis/cri,lice/cri,dis_ear_sec,dis_ear_sex,a_ear_mont,i_pp_pc,p_com_imt,p_com_ped,arti/ter,agri/ter,past/ter,agro/ter,fore/ter,scru/ter,open/ter,wetl/ter,wate/ter,inter/pop,a_temp,rel/pop,cat/rel,ort/rel,pro/rel,wit/rel,ocr/rel,bud/rel,hin/rel,jew/rel,mus/rel,onc/rel,nonrel/pop
11E0402,Bragança,890.70747,40.56218,15.35907,7.94639,24.13568,21.28921,994.78147,4.92202,0.29651,92.62883,356.57949,373.95481,141.67111,35.16575,2.2,27,405.65906,216.76705,122.56619,130.5505,40.41182,84.04538,7.84424,10.3656,27.38479,78.16221,145.04833,301.44278,141.26628,288.48578,66.88612,933.11388,277.84003,4.6225,776.22916,166.54994,732.87575,267.12425,7.98431,18.56002,23.39263,31.86721,81.94425,144.97829,201.14862,231.475,141.75655,116.89312,555.60744,351.00008,9.3,1.53,21.9,263.16,2.5,56.74,26.1,1.11912,108.26442,106.32699,503.52785,281.88075,47.99,4.62,29.47,689.15241,146.09253,25.17496,139.58009,16.48,17.75,46.22,260.36,50.75,25.51,48.75,7.25,42.96,6.62,44.99,44.47488,0.64874,88.15685,4.25287,5.83868,72.22663,144.02076,18.81352,54.13393,15.78606,15.13732,4.32495,37.19455,33.37418,127.36971,132.48757,161.32055,7.28033,22.2014,10.95653,0,13.55,0.02892,0,5.92794,11.1,40.1,119.7,166,40,25.64918,294.25028,161.21759,81.17249,50.73281,456.59526,13.52875,38.33145,148.81623,45.09583,21.42052,4.50958,74.40812,34.94927,3.2,4.3,1088.2,95.89,74.2,21.1,19.17227,353.01686,32.18385,0.17894,322.5713,266.78426,4.45649,0,1.63603,393.73084,13.57,874.67469,901.67945,2.8101,8.69479,5.52103,6.21529,0.85956,0.72732,0.23142,1.61994,1.12404,61.67949
11E0405,Macedo de Cavaleiros,946.00868,24.92683,6.66061,4.44041,13.2203,4.74316,998.48622,1.41286,0.10092,133.41407,419.71945,301.34221,118.57907,26.9452,2,49,281.10146,371.41452,172.59466,65.72693,39.17391,69.98853,7.04802,10.16227,33.10933,82.93722,130.1426,304.54024,134.73201,297.32831,67.03819,932.96181,298.80347,3.44206,834.78118,111.29323,645.95968,354.04032,7.21193,10.16227,25.73349,36.55139,89.0018,181.11785,232.25701,191.11621,121.29159,105.55647,517.99966,353.88012,12.8,1.19,16.9,206.07,2.28,47.86,31.66,0.98232,90.23928,88.13417,474.91404,346.71251,51.84,2.62,20.38,745.93863,118.45668,22.56318,113.04152,13.56,16.03,61.58,384.21,51.71,14.76,33.41,10.26,38.26,7.41,38.94,126.1636,1.58447,66.94395,3.56506,3.96118,78.82749,161.61616,21.39037,48.3264,9.90295,14.65637,3.16894,31.8875,32.67974,115.07229,84.17508,151.11903,3.96118,24.36126,16.4389,0.19806,15.21,0,0,9.052,3.5,42.2,111.4,134.3,13,21.47218,369.28105,225.4902,84.96732,111.11111,431.37255,,26.14379,150.3268,84.96732,19.60784,0,26.14379,19.60784,4.9,2,979.8,76.79,64,26.2,17.07812,421.27471,25.01645,1.3159,301.05558,227.22202,0.28607,0,6.76545,316.96021,14.49,879.02603,941.88553,1.27724,4.55017,6.30638,2.55448,0.63862,0.07983,0.07983,0.15966,0.8781,36.55884
11E0406,Miranda do Douro,966.70429,19.37547,2.63356,4.70278,5.26712,1.31678,999.43567,0.56433,0,62.07675,445.63582,333.14522,127.35139,31.79082,2,27.3,241.58912,392.62706,167.8597,51.89692,35.07516,110.95204,4.29492,7.87402,26.12742,66.92913,111.66786,251.61059,137.07946,394.41661,77.66643,922.33357,474.23049,1.43164,870.43665,81.96135,653.54331,346.45669,6.44238,13.24266,17.53758,26.12742,63.35004,132.06872,182.89191,190.05011,197.2083,171.08089,486.92924,371.90659,14.1,1.08,11.8,213.48,1.5,48.09,34.63,0.35702,86.80179,75.19728,449.79112,388.20981,53.99,2.09,13.27,766.63357,118.66931,21.84707,92.85005,11.47,16.53,73.95,447.24,56.72,12.98,33.42,11.88,37.91,5.67,39.16,99.52402,2.16357,93.03332,7.78884,5.19256,91.30247,146.25703,15.57767,65.33968,9.08698,15.57767,0.86543,28.55907,20.77023,157.50757,65.77239,135.4392,5.62527,26.3955,8.22155,0,13.67,0,0,7.73635,2.4,37,105.5,76.7,6,28.46975,326.08696,206.52174,108.69565,70.65217,429.34783,0,38.04348,163.04348,43.47826,38.04348,16.30435,27.17391,0,2.2,5.1,934.9,75.24,65.5,25.5,14.30683,470.11372,56.40626,36.63944,285.11023,131.75828,0.39,0,5.29578,285.31642,13.9,898.03497,931.5989,1.20606,5.16885,6.20262,4.13508,0.17229,0,0,0.17229,0.17229,45.95389
11E0407,Mirandela,893.01217,54.30249,17.10784,8.51136,21.61886,5.44727,997.95727,2.04273,0,107.4134,375.52132,337.47553,149.11907,30.47068,2,42.9,272.70681,259.98875,149.91559,163.87169,62.80248,90.71469,7.87845,11.14237,33.20203,91.95273,158.80698,296.4547,140.7991,259.76365,244.68205,755.31795,246.14519,2.92628,784.6933,150.47833,614.51885,385.48115,7.42825,20.82161,28.02476,34.89026,99.15588,168.82386,213.73101,209.22904,121.77828,96.11705,577.17292,301.54606,12.1,1.31,23.4,249.7,3.17,49.57,28.7,0.89918,100.96334,92.07819,485.737,321.22147,50.3,2.28,32.45,721.21846,127.81843,22.99537,127.96775,15.1,17.47,55.59,318.16,52.06,17.26,38.67,9,39.88,9.36,40.2,98.33096,1.16445,80.60551,2.07013,5.69285,68.05538,179.97154,18.76051,46.96597,13.84396,17.85483,3.10519,31.6988,27.42916,121.36111,91.86182,146.97891,5.43408,23.80644,14.74964,0.25877,14.33,0,0,7.80958,6.4,40.3,133.5,258,33,26.28133,350.53381,179.7153,72.95374,74.7331,354.09253,,32.02847,170.81851,60.49822,12.45552,8.8968,103.20285,42.70463,3.8,4,1032.1,85.07,68.1,24.7,22.82384,449.81486,16.0556,2.15491,303.32645,198.81328,1.10781,0,5.91842,357.65058,15.39,878.88141,922.52847,2.12834,8.88581,7.50239,3.45855,0.69171,0,0,1.17059,0.74492,46.48335
11E0408,Mogadouro,956.71378,29.29918,3.97527,4.26973,5.44759,0.29446,999.85277,0.14723,0,90.69494,454.5053,323.32155,103.20966,28.26855,1.9,44.6,257.73481,403.03867,203.03867,35.63536,18.78453,81.76796,5.24862,11.04972,29.28177,78.1768,140.33149,295.58011,136.74033,303.59116,57.18232,942.81768,377.07182,1.10497,862.43094,76.24309,584.53039,415.46961,6.90608,20.71823,20.44199,39.50276,92.81768,188.95028,205.8011,164.64088,130.1105,130.1105,494.26543,372.06445,13.4,1.08,9.6,217.84,2.4,45.41,32.8,1.37931,80.35176,67.70269,473.43694,378.50861,54.08,1.39,10.91,778.99924,88.32449,25.7771,106.89917,13.27,14.85,69.95,471.06,55.95,13.68,32.79,11.28,37.81,7.68,37.96,170.11732,1.0352,67.97792,7.59144,1.72533,87.99172,139.75155,21.049,44.16839,5.52105,17.94341,2.07039,33.12629,26.22498,122.49827,65.90752,148.72326,5.17598,17.94341,13.45756,0,14.8,0,0,9.75786,14.3,39.9,116.4,177.6,11,15.29936,448.8189,244.09449,94.48819,102.3622,291.33858,,,118.11024,86.61417,62.99213,0,78.74016,31.49606,2.9,6.6,938.2,70.47,65.1,25.5,12.34471,427.00322,27.96293,3.99658,318.30671,191.11286,1.36725,0,17.90574,270.81075,14.63,907.84243,947.58493,0,3.05202,3.7155,2.12314,0.1327,0.66348,0.26539,0.26539,0.1327,38.18817
11E0410,Vila Flor,948.22272,31.84713,9.24594,4.31477,6.16396,0.20547,998.56174,1.23279,0.20547,144.44216,410.72529,288.26793,126.15574,30.40888,1.9,48.7,227.46615,359.38104,206.18956,82.39845,49.12959,75.4352,10.05803,16.63443,44.48743,102.51451,139.26499,298.25919,136.17021,252.61122,133.46228,866.53772,268.08511,2.32108,781.43133,133.46228,623.21083,376.78917,18.18182,23.59768,32.49516,57.64023,103.67505,165.95745,200.38685,190.71567,100.58027,106.76983,484.99062,344.65291,17,1.1,20.1,193.9,2.4,46.29,32.21,,88.59504,86.61157,470.41322,354.38017,52.29,3.21,22.76,761.10821,128.07109,15.15944,95.66127,11.08,15.91,63.62,400,53.59,11.1,29.41,10.74,38.02,9.09,37.92,196.07843,8.60832,62.64945,0.95648,29.17264,82.25729,114.77762,22.95552,39.21569,7.65184,31.56385,1.91296,23.912,16.7384,128.16834,63.12769,129.60306,4.30416,18.17312,18.17312,0,14.76,0,0,10.24793,12.9,39.7,105.8,69.9,4,25.78512,371.79487,185.89744,83.33333,57.69231,461.53846,0,25.64103,70.51282,32.05128,,,44.87179,,8.2,3.8,979.2,65.9,62.9,23.5,22.34679,425.37903,17.4937,3.08491,279.71107,243.10598,5.79361,0,3.08491,304.79339,15.44,882.97521,932.42231,4.86709,11.60614,1.87196,5.24148,0.37439,2.99513,0,0.56159,0.37439,35.04132
11E0411,Vimioso,985.29725,12.99808,1.2785,0.21308,0.21308,0,999.78692,0.21308,0,71.80908,438.0993,315.57639,141.06115,33.45408,1.9,29.8,292.56721,452.29309,134.94992,27.4117,16.34159,76.43648,1.58144,9.48867,24.77596,62.20348,96.46811,294.14866,133.36848,377.96521,39.53611,960.46389,413.81128,2.10859,907.74908,52.71481,652.08224,347.91776,6.85293,10.54296,18.97733,35.31892,74.85503,179.75751,234.05377,173.95888,139.69425,125.9884,398.11123,488.98216,11.3,1.02,9.9,169.1,1.58,41.25,40.15,,71.34249,69.17329,421.06532,438.4189,56.15,2.19,8.62,777.6886,97.11075,26.48475,98.71589,12.52,14.55,89.43,614.53,54.54,9.86,25.21,14.04,33.29,6.08,33.66,129.52968,0.77101,62.45181,1.54202,11.56515,103.31534,121.81958,14.64919,50.88666,3.85505,13.10717,1.54202,30.06939,27.75636,166.53816,50.88666,176.5613,2.31303,18.50424,12.33616,0,15.45,0,0,7.47168,4.2,37.9,87.2,,10,30.85081,296.875,140.625,62.5,62.5,414.0625,0,39.0625,195.3125,70.3125,,,54.6875,46.875,0.9,0.9,893.9,63.16,57.1,32.9,7.849,322.34889,30.58618,8.01512,332.58581,296.76696,0.26994,0,1.55734,262.71391,14.4,909.8578,931.92053,1.5894,5.82781,17.21854,3.70861,1.3245,0,0.5298,1.0596,0.7947,32.77898
11E0412,Vinhais,986.30532,6.63111,1.29739,1.15324,3.89217,0.72077,999.71169,0.28831,0,173.12959,400.60545,291.33631,100.61986,34.30878,1.7,35.9,253.72263,507.44526,125.83942,28.0292,14.89051,70.07299,5.54745,9.34307,27.15328,82.91971,138.39416,303.35766,147.44526,285.83942,33.57664,966.42336,294.30657,3.79562,921.16788,33.86861,617.81022,382.18978,6.42336,12.26277,32.9927,35.32847,107.15328,197.9562,226.86131,182.48175,113.86861,84.67153,474.9688,466.92553,5.8,1.04,10.4,161.81,2.13,38.86,39.24,0.87515,64.10917,58.57364,433.18744,444.12976,57.43,0.99,11.18,768.4384,98.88752,20.60157,112.07252,13.27,13.04,90.31,692.77,56.96,8.31,23.13,12.67,31.02,6.89,30.87,158.64528,0.44563,76.64884,4.90196,8.02139,94.47415,117.20143,28.5205,50.80214,4.0107,8.91266,1.78253,23.61854,20.94474,170.23173,54.81283,137.70053,3.11943,14.26025,20.49911,0.44563,16.89,0,0,9.2688,4.4,37,102.2,77.4,33,20.46859,327.04403,132.07547,56.60377,56.60377,364.77987,0,,238.99371,37.73585,25.15723,18.86792,25.15723,,5.7,1.4,890,61.86,62.1,25.8,8.72256,301.30263,26.95934,0.08636,375.4588,281.02195,5.39763,0,1.05074,275.61792,13.51,897.52832,949.65577,0,10.18359,4.01606,2.29489,0.71715,0.43029,0,0.14343,0.86059,28.45005
16B1001,Alcobaça,913.4461,39.50562,9.74572,9.29764,18.59527,9.40966,996.11665,3.77133,0.11202,105.44789,410.2162,320.97382,138.49371,24.86838,1.6,30.4,128.04114,249.68694,167.97853,157.78175,43.33631,253.17531,9.03399,13.59571,38.68515,98.79249,166.27907,319.90161,130.41145,223.30054,77.68336,922.31664,178.66726,3.71199,783.49732,137.25403,747.67442,252.32558,11.76208,22.18247,33.49732,47.67442,114.40072,171.55635,185.01789,174.46333,140.78712,98.65832,630.83651,223.64226,14.6,1.33,87,288.39,1.86,59.3,27.15,1.11503,117.0927,105.12144,518.22069,259.56518,46.98,4.72,134.67,670.15147,160.38016,29.28423,140.18414,16.95,18.78,41.64,221.67,49.44,15.29,40.04,6.11,45.94,5.14,49.36,47.42423,12.85798,263.5468,2.33781,7.43091,81.78175,176.50497,31.31001,48.3844,14.44435,14.06863,6.42899,41.07873,29.18093,47.132,59.61426,81.74,8.2241,18.57727,7.80663,0.12524,16.22,0.03639,0.01819,7.55026,8.8,35,109.1,111.9,20,21.15892,271.71109,182.28719,81.6853,79.96561,487.53224,2.57954,81.6853,131.55632,73.94669,18.05675,3.43938,87.70421,60.18917,4.1,9.2,1074.2,86.34,78.6,12.9,119.68932,297.17744,30.06321,0.29402,474.29803,70.53952,5.41481,0,2.52364,418.90294,15.34,868.38897,834.0282,9.40688,16.9701,5.531,8.29649,1.34085,2.30458,0.0838,1.00564,2.70265,102.7563
16B1101,Alenquer,906.29019,41.28131,5.63484,4.96111,25.41802,16.41453,996.50885,3.49115,0,129.54003,403.87089,300.54511,149.07821,16.96576,1.7,32.5,78.72279,146.12482,56.77794,339.10015,55.26851,324.00581,11.66909,20.43541,58.6357,141.01597,191.75617,288.76633,113.09144,174.6299,188.67925,811.32075,123.65747,6.7344,746.12482,171.84325,568.70827,431.29173,13.35269,24.44122,35.58781,57.41655,154.60087,213.29463,179.27431,131.20464,102.35123,88.47605,730.39902,122.33388,14.7,1.45,77.8,334.64,2.64,63.94,19.87,0.86831,149.92575,111.56114,536.27199,202.24112,43.17,7.06,146.09,633.93518,198.68285,26.26905,141.11292,16.74,23.14,31.22,134.89,48.73,15.34,43.5,5.65,48.86,7.15,53.37,32.23727,3.5709,176.80901,2.92615,8.03452,62.88747,204.0371,98.44765,38.98229,26.88092,22.26851,9.12563,32.73322,45.72732,73.45137,55.84486,70.7236,6.19947,18.74721,10.11754,0.24798,22.98,0.0225,0.045,6.23284,6.3,35.8,91.9,99.6,96,20.43112,255.50661,153.0837,56.1674,81.4978,515.4185,15.4185,87.00441,124.44934,33.03965,22.02643,8.81057,72.68722,51.76211,3.3,9.2,1239.7,88.75,69.9,12.6,91.34837,430.54369,123.5619,6.40983,248.34002,93.81369,0,1.34771,4.6348,389.60893,16.8,838.82364,748.62523,18.10671,42.86596,10.13976,11.50782,1.09981,1.18029,0.1073,3.56769,2.68248,134.30989
16B1102,Arruda dos Vinhos,894.96157,46.54142,7.47225,8.32622,29.24851,13.45004,996.58412,3.20239,0.21349,129.3766,371.47737,268.57387,198.54825,32.02391,1.7,32.4,90.68581,126.96014,55.35613,356.31967,72.17079,298.50746,7.93501,14.92537,49.68827,136.97336,194.40771,314.18855,108.06726,173.81447,226.5256,773.4744,119.02513,3.40072,736.44436,183.26091,625.92103,374.07897,10.39108,21.16002,33.62932,57.24542,128.66049,205.55451,177.02626,139.80729,102.21047,124.31513,790.23589,87.19021,12.3,1.43,86.1,335.98,1.7,66.91,19.25,0.94375,163.87936,117.71012,524.44254,193.96798,42.56,5.2,179.5,640.35297,198.18746,25.99571,135.46387,16.15,25.52,30.21,118.36,49.45,23.37,49.69,4.69,48.96,5.31,55.45,22.96901,0.77077,112.68691,4.31632,16.03206,62.2784,186.21859,84.01418,47.78788,37.76784,31.1392,11.09912,50.87097,42.85494,82.16433,77.848,86.94312,10.32835,21.11916,10.79081,0,23.39,0,0,6.86106,5.3,39.5,117.9,129.4,25,24.01372,264.88095,145.83333,71.42857,65.47619,502.97619,,62.5,122.02381,35.71429,,,77.38095,29.7619,1.3,7,1141.4,103.15,74.3,13.6,81.5803,517.82966,142.38071,0.51308,86.8394,170.98512,0,0,0,373.64208,16.74,815.1801,741.45187,11.57286,32.17605,13.32632,11.04682,1.22742,0.87673,0.43837,0.87673,3.24391,149.79989
16B1005,Bombarral,926.29482,37.69537,6.28256,5.5164,19.46062,4.75023,997.85473,1.99203,0.15323,144.34569,399.93871,258.96414,163.95955,32.79191,1.6,40.5,108.64198,169.23077,79.20228,286.98955,53.94112,301.9943,7.59734,14.62488,41.59544,105.98291,161.82336,294.01709,122.69706,251.66192,60.96866,939.03134,172.26971,5.88794,743.58974,168.47104,661.34853,338.65147,8.73694,22.60209,30.76923,50.90218,114.71985,169.9905,189.55366,164.8623,131.81387,116.04938,651.93165,155.64636,19.2,1.24,88.6,263.67,2.28,56.2,26.48,0.75916,123.56818,95.79476,505.64883,274.98823,47.27,5.2,139.64,647.16357,186.21216,25.18443,141.43984,16.66,20.55,45.72,222.54,47.93,14.07,38.26,6.62,44.02,6.86,46.78,124.76081,0.19135,103.52086,1.72216,6.12323,80.94145,225.60276,38.46154,43.24531,19.70915,17.79564,6.69728,43.24531,41.90586,80.7501,56.25718,68.88634,7.46269,18.75239,13.77727,0.19135,18.3,0,0,8.15942,4.4,38,103.1,114.3,9,22.83069,312.71478,175.25773,37.80069,123.71134,443.29897,10.30928,72.16495,144.3299,96.21993,20.61856,10.30928,68.72852,48.10997,4.8,4.8,997.9,85.27,66.9,19.1,89.16639,625.69832,53.45602,0,184.46708,44.03549,0.10954,1.42403,1.53357,398.87023,16.13,847.01083,789.08855,13.06039,18.15487,13.06039,8.05854,1.66728,2.13042,0.27788,0.64839,2.22305,128.43245
16B1104,Cadaval,960.63588,24.85491,3.28034,2.39717,5.42518,3.40651,999.243,0.757,0,101.69064,428.46329,266.33863,177.76937,25.73808,1.5,28.2,96.53783,272.39421,100.56787,236.12383,52.9401,241.43616,8.24327,12.45649,40.48361,100.93424,157.72119,309.03096,124.56494,246.56531,99.1024,900.8976,198.2048,3.29731,802.8943,97.82011,693.89998,306.10002,8.79282,22.16523,29.85895,52.75692,119.06943,182.451,173.84136,150.76021,141.05147,119.25261,618.79392,236.00091,14.5,1.11,50.5,271.97,2,54.27,28.72,0.18305,114.7921,97.81633,486.09034,301.30123,48.89,4.02,76.46,692.15782,168.29031,23.13687,116.415,13.96,19.66,51.6,262.48,51.4,11.7,34.36,7.39,42.05,6.38,44.47,113.98176,3.98936,114.93161,3.22948,19.56687,87.76596,201.93769,51.29179,38.56383,18.80699,16.90729,4.74924,34.57447,30.0152,87.95593,48.06231,85.86626,6.269,19.18693,12.34802,0,20.46,0,0,8.30093,3.9,37,91,54.2,21,23.55669,228.57143,142.85714,50.79365,69.84127,587.30159,,104.7619,107.93651,50.79365,19.04762,9.52381,47.61905,25.39683,4.1,9,1043.3,76.03,70.9,14.4,56.77855,376.52239,53.34782,0,398.82212,113.78581,0.05718,0,0.68615,382.66527,16.07,851.77984,812.55487,8.69183,13.43284,11.67691,7.1993,1.93152,2.19491,0.26339,1.66813,2.54609,117.40951
16B1006,Caldas da Rainha,846.64783,56.04932,19.00848,14.59029,47.77806,15.92602,991.57462,7.75751,0.66787,97.97072,383.76573,309.52993,167.22322,41.5104,1.7,41.4,173.43295,145.42806,98.53397,263.791,39.93986,278.87417,8.73978,12.12292,44.54469,112.30148,174.98355,294.4742,127.99549,224.83789,51.12301,948.87699,152.61724,3.66507,700.16916,223.6162,628.04248,371.95752,12.92172,24.8097,35.00611,55.39893,135.70153,188.65708,188.79805,157.64496,112.95931,88.10262,673.69421,175.59354,15.1,1.63,123.8,325.58,2.73,57.37,25.67,0.89147,121.11569,105.18562,516.55863,257.14005,46.8,7.21,199.1,618.41253,192.6065,26.34986,162.6311,18.9,19.48,41.36,212.31,50.41,19.81,46.69,6.24,45.17,7.46,47.55,46.62092,1.64489,132.67224,3.52477,6.48557,81.16364,193.58022,35.90563,60.43801,23.45145,19.92668,9.77535,46.29194,39.71238,68.94445,80.45869,104.14513,13.25313,20.77263,10.99727,0.23498,17.23,0.01964,0,6.73738,11.8,39.9,121.2,168.7,9,21.78354,304.77908,184.85122,80.25248,80.25248,519.38683,25.24797,85.66276,73.94049,31.55996,27.0514,3.60685,71.23535,41.47881,4.5,9.5,1106.5,98.79,72,19,112.51907,365.01232,35.55086,0,401.38449,59.72076,5.1625,5.20161,15.44839,467.58986,15.78,853.95797,748.79816,13.54802,27.51006,8.0276,12.85796,1.61012,2.36918,0.27602,1.58712,3.49626,153.64368
16B1108,Lourinhã,904.59854,54.89051,10.43796,6.35036,15.76642,7.9562,997.08029,2.77372,0.14599,85.54745,342.9927,308.90511,228.32117,34.23358,1.7,35.6,99.45734,155.12725,59.03817,282.27919,46.1265,357.97156,12.53743,15.90569,47.24925,111.24626,164.10928,296.78144,125.18713,226.98353,74.94386,925.05614,166.35479,3.64895,740.1759,164.10928,672.15569,327.84431,14.78293,24.51347,37.61228,53.23728,131.17515,174.49476,168.6003,151.29117,125.46781,118.82485,601.2263,262.69899,13.6,1.3,120.9,292.76,2.23,58.32,25.16,0.3738,133.9939,100.99085,510.82317,254.19207,45.97,5.4,178.29,646.51511,187.10967,27.6043,138.77092,16.64,21.9,41.55,189.7,47.51,14.82,39.13,6.88,44.17,6.26,47.81,103.18483,1.84094,127.85346,2.76141,4.05007,101.06775,171.4838,36.26657,53.75552,20.98675,19.51399,8.19219,42.89396,40.59278,72.99337,63.97275,81.55376,9.66495,23.01178,14.2673,0.09205,19.35,0,0,6.02134,4.8,39,100.4,89.8,29,24.16159,332.80757,197.16088,72.55521,99.36909,506.30915,4.73186,93.05994,102.52366,42.58675,,,47.31861,37.85489,9.2,11.1,1077,85.34,72.5,13.8,107.83448,542.90956,62.85248,0,218.251,56.26147,8.90127,2.31025,0.67949,434.41311,16.07,852.66768,813.17601,11.93349,20.69366,10.1904,8.04505,2.94985,1.83248,0.31286,1.92187,3.35211,107.08841
16B1011,Nazaré,752.87129,114.9835,50.16502,17.55776,45.14851,19.27393,975.70957,21.25413,3.0363,112.60726,327.52475,362.64026,170.82508,26.40264,1.9,39.9,130.25278,105.13605,85.17147,209.46707,44.43729,425.53534,17.71051,22.70166,64.07986,136.20995,188.53647,283.20721,106.26308,181.29126,49.91145,950.08855,132.34584,4.02512,668.65239,238.76992,558.84721,441.15279,24.31171,41.05619,51.6825,73.57913,150.37836,202.22186,175.33408,121.88053,89.19659,70.35904,452.49891,443.31925,10.4,1.81,166.7,266.47,2.83,55.81,26.17,0.6434,125.2604,95.0205,517.63994,262.07916,46.79,5.48,180.53,648.52656,164.33642,27.3177,159.81932,18.71,20.45,42.78,209.23,44.56,15.46,39.04,6.66,43.79,8.01,46.06,44.87073,1.83486,206.17181,1.33445,11.17598,58.21518,169.80817,40.53378,104.75396,12.84404,16.68057,8.8407,33.02752,35.52961,81.56797,61.05088,73.3945,11.17598,21.18432,6.005,0,15.82,0.1344,0,7.45918,15.1,37.1,100.1,114.6,2,30.3071,254.98891,155.21064,70.95344,57.64967,443.45898,22.17295,124.16851,135.25499,75.38803,42.1286,6.65188,117.51663,73.17073,1.9,11.8,1081.2,88.09,71,20,107.12119,193.3762,16.25622,0,587.28618,63.08383,24.9909,1.81973,6.18707,540.08467,15.57,849.06928,804.1947,6.17333,17.4911,11.08033,8.07281,2.53265,1.34547,0.39573,1.02889,3.87812,122.10201
16B1012,Óbidos,957.9941,24.89676,3.89381,5.19174,7.78761,0.23599,996.69617,3.06785,0.23599,107.61062,264.0708,288.0236,298.28909,42.0059,1.6,24.3,180.41987,177.30202,138.2249,180.21201,49.05425,274.78695,7.48285,13.30285,40.1164,102.68136,163.58345,288.92122,127.83205,256.07982,53.21139,946.78861,199.75057,4.98857,790.68801,119.93349,736.43733,263.56267,7.89857,19.3307,27.43712,53.41925,110.57992,158.80274,169.61131,166.2856,150.07275,136.56205,521.57415,365.6765,11.3,1.09,65.2,328.09,2.1,55.99,27.62,0.83074,123.04982,97.04748,512.4979,267.4048,47.27,6.77,84.22,672.6776,182.51366,23.49727,121.31148,14.48,20.19,43.87,217.31,46.61,16.29,41.29,6.95,43.25,6.07,46.32,87.13607,2.4778,99.93805,2.06484,9.29176,83.21288,198.43072,36.75408,72.88871,18.58352,14.24737,12.38902,40.05782,52.24035,78.05079,66.6942,79.49618,15.0733,16.93165,13.8344,0.20648,17.63,0,0,8.05234,2.8,39.3,98.8,56.1,11,25.58296,203.27869,147.54098,39.34426,88.52459,567.21311,9.83607,242.62295,114.7541,75.40984,,,95.08197,72.13115,4.6,6.3,1062.9,81.32,79.3,10,118.89792,352.17238,36.5242,0,389.68562,62.87531,7.77111,11.51537,20.55811,526.5895,15.98,849.18638,787.4358,8.29712,19.06361,7.60569,9.08732,3.25958,2.56815,0.49388,1.1853,1.9755,135.04446
16B1014,Peniche,857.85741,53.90071,12.01941,15.45353,43.89698,16.87197,989.69765,10.15304,0.14931,71.29526,369.46622,331.243,198.05898,29.93654,1.8,27.4,64.92796,83.7133,45.50429,284.51578,37.93544,483.40325,15.04651,21.1563,63.56009,136.60405,184.93525,271.65785,114.71822,192.32172,26.26299,973.73701,135.23618,4.19478,710.6511,208.6449,524.53037,475.46963,16.87033,33.2847,45.96024,70.5818,166.97064,218.03757,166.05873,120.73682,90.735,70.76418,509.47779,395.41907,9.5,1.61,278.3,258.52,2.35,55.7,26.93,3.45203,133.37622,99.28488,506.64043,260.69848,46.31,4.11,340.84,650.71947,186.44693,27.17993,135.65367,16.28,22.01,43.02,195.46,47.65,15.2,38.15,6.28,43.57,7.05,46.73,85.49005,0.65402,148.93021,2.14893,8.87602,75.11913,176.11885,32.88798,78.2958,17.00458,15.22937,10.27749,29.7113,36.90554,89.88134,76.33374,71.66215,12.23956,22.23676,9.81033,0.18686,16.34,0.11351,0,6.508,6,37.2,110.5,89,6,26.78875,298.0226,189.26554,69.20904,90.39548,490.11299,18.36158,100.28249,94.63277,64.97175,19.77401,45.19774,50.84746,31.07345,10.4,11,1050.1,87.72,68.5,23.1,159.38104,494.90651,40.87685,0,160.15474,61.5087,61.12186,3.35268,18.82656,528.92656,16.12,852.73752,808.67019,5.85704,24.5818,7.94249,7.94249,1.95235,0.75432,0.08874,1.33114,1.2424,119.07374
